pkMemberSeason,fkMemberID,Season,MemberType,RatingPoints
12667,7178,2018 - 2019,Regular,6
12668,121,2018 - 2019,Regular,14
12669,6059,2018 - 2019,Regular,3
12670,7368,2018 - 2019,Regular,4
12671,460,2018 - 2019,Regular,16
12672,307,2018 - 2019,Regular,13
12674,484,2018 - 2019,Regular,12
12675,103,2018 - 2019,Regular,6
12676,1803,2018 - 2019,Regular,5
12679,6042,2018 - 2019,Regular,6
12681,7521,2018 - 2019,Second Year,2
12683,7524,2018 - 2019,Second Year,2
12684,7525,2018 - 2019,Second Year,2
12685,7528,2018 - 2019,Student,3
12687,7534,2018 - 2019,Second Year,3
12688,7535,2018 - 2019,Second Year,3
12689,7536,2018 - 2019,Regular,11
12691,7538,2018 - 2019,Regular,16
12692,7539,2018 - 2019,Second Year,2
12693,7540,2018 - 2019,Second Year,2
12694,7541,2018 - 2019,Second Year,3
12695,7542,2018 - 2019,Second Year,2
12697,7544,2018 - 2019,Second Year,3
12698,7547,2018 - 2019,Second Year,3
12699,7548,2018 - 2019,Second Year,3
12700,714,2018 - 2019,Regular,5
12701,7551,2018 - 2019,Second Year,3
12702,7552,2018 - 2019,Second Year,2
12703,7553,2018 - 2019,Regular,6
12704,7554,2018 - 2019,Second Year,3
12705,7557,2018 - 2019,Second Year,3
12706,7560,2018 - 2019,Second Year,2
12707,303,2018 - 2019,Regular,18
12708,6037,2018 - 2019,Regular,2
12711,7570,2018 - 2019,Second Year,3
12713,7578,2018 - 2019,Regular,6
12714,7581,2018 - 2019,Second Year,2
12716,7583,2018 - 2019,Second Year,3
12718,7594,2018 - 2019,Regular,3
12720,363,2018 - 2019,Regular,17
12721,7601,2018 - 2019,Second Year,2
12722,7602,2018 - 2019,Second Year,7
12723,7603,2018 - 2019,Second Year,3
12724,7604,2018 - 2019,Regular,2
12725,7605,2018 - 2019,Senior,0
12726,7606,2018 - 2019,Second Year,2
12728,7608,2018 - 2019,Second Year,2
12729,7609,2018 - 2019,Second Year,4
12730,7610,2018 - 2019,Second Year,2
12732,7617,2018 - 2019,Second Year,2
12735,7621,2018 - 2019,Second Year,3
12737,7623,2018 - 2019,Second Year,2
12738,7624,2018 - 2019,Second Year,2
12741,7627,2018 - 2019,Second Year,2
12743,7634,2018 - 2019,Second Year,2
12744,7636,2018 - 2019,Second Year,2
12746,7639,2018 - 2019,Second Year,2
12748,7642,2018 - 2019,Mixed,8
12749,352,2018 - 2019,Regular,3
12750,7644,2018 - 2019,Second Year,2
12751,7645,2018 - 2019,Second Year,3
12753,551,2018 - 2019,Regular,17
12755,7648,2018 - 2019,Second Year,3
12756,7649,2018 - 2019,Regular,17
12757,7650,2018 - 2019,Second Year,2
12758,7651,2018 - 2019,Second Year,4
12760,7653,2018 - 2019,Mixed,9
12761,7656,2018 - 2019,Second Year,2
12762,7657,2018 - 2019,Second Year,3
12763,7658,2018 - 2019,Second Year,3
12764,7659,2018 - 2019,Second Year,2
12765,7660,2018 - 2019,Second Year,3
12766,7661,2018 - 2019,Second Year,3
12767,7663,2018 - 2019,Second Year,2
12768,7614,2018 - 2019,Second Year,3
12769,7668,2018 - 2019,Second Year,2
12770,7670,2018 - 2019,Second Year,3
12771,4963,2018 - 2019,Competitive,0
12778,1815,2018 - 2019,Competitive,0
12780,7695,2018 - 2019,Learn2Curl,1
12781,7696,2018 - 2019,Learn2Curl,1
12782,7697,2018 - 2019,Prospective,0
12784,7699,2018 - 2019,Prospective,0
12787,7702,2018 - 2019,Prospective,0
12789,7704,2018 - 2019,First Year,1
12790,7705,2018 - 2019,First Year,2
12791,7706,2018 - 2019,Regular,13
12792,7707,2018 - 2019,First Year,1
12794,7709,2018 - 2019,Learn2Curl,1
12795,7710,2018 - 2019,Second Year,3
12796,7711,2018 - 2019,Regular,8
12797,7712,2018 - 2019,Prospective,0
12798,7713,2018 - 2019,First Year,1
12799,7714,2018 - 2019,Regular,10
12802,7717,2018 - 2019,Prospective,0
12804,7719,2018 - 2019,First Year,1
12805,7720,2018 - 2019,First Year,1
12807,7722,2018 - 2019,Learn2Curl,1
12808,7723,2018 - 2019,Learn2Curl,1
12809,7724,2018 - 2019,First Year,1
12810,7725,2018 - 2019,First Year,1
12813,7728,2018 - 2019,Learn2Curl,1
12818,7733,2018 - 2019,First Year,1
12819,7734,2018 - 2019,Learn2Curl,1
12820,7735,2018 - 2019,Learn2Curl,1
12821,7736,2018 - 2019,Learn2Curl,1
12822,7737,2018 - 2019,Learn2Curl,1
12826,7741,2018 - 2019,First Year,1
12828,1840,2018 - 2019,Regular,4
12829,7743,2018 - 2019,Learn2Curl,1
12830,7744,2018 - 2019,Learn2Curl,1
12831,7866,2018 - 2019,First Year,1
12832,406,2018 - 2019,Regular,0
12833,7746,2018 - 2019,Mixed,0
12834,7747,2018 - 2019,Mixed,1
12835,7748,2018 - 2019,Learn2Curl,1
12836,7749,2018 - 2019,Learn2Curl,1
12837,7750,2018 - 2019,Regular,5
12838,7751,2018 - 2019,Learn2Curl,1
12839,7752,2018 - 2019,First Year,1
12840,7753,2018 - 2019,First Year,1
12841,7754,2018 - 2019,First Year,1
12842,7755,2018 - 2019,First Year,1
12843,7756,2018 - 2019,First Year,1
12844,7757,2018 - 2019,Mixed,1
12845,7758,2018 - 2019,Mixed,1
12846,7759,2018 - 2019,First Year,1
12847,7760,2018 - 2019,Learn2Curl,1
12848,7761,2018 - 2019,Learn2Curl,1
12849,7762,2018 - 2019,Learn2Curl,1
12850,7763,2018 - 2019,Learn2Curl,1
12851,7764,2018 - 2019,First Year,1
12852,7765,2018 - 2019,First Year,1
12854,763,2018 - 2019,Regular,13
12855,7767,2018 - 2019,Student,12
12856,786,2018 - 2019,Regular,0
12857,7768,2018 - 2019,Regular,11
12858,6043,2018 - 2019,Regular,0
12860,7769,2018 - 2019,First Year,1
12862,7770,2018 - 2019,Regular,8
12863,7771,2018 - 2019,First Year,1
12867,7775,2018 - 2019,First Year,1
12868,7776,2018 - 2019,First Year,1
12869,7777,2018 - 2019,Mixed,0
12870,7778,2018 - 2019,Regular,12
12871,787,2018 - 2019,Regular,3
12872,7779,2018 - 2019,Prospective,0
12873,7780,2018 - 2019,Regular,13
12874,7781,2018 - 2019,Regular,0
12876,5034,2018 - 2019,Regular,2
12877,7783,2018 - 2019,First Year,1
12878,7784,2018 - 2019,First Year,1
12879,7785,2018 - 2019,First Year,1
12880,7786,2018 - 2019,Mixed,1
12881,7787,2018 - 2019,First Year,1
12882,7788,2018 - 2019,Prospective,0
12884,7789,2018 - 2019,Regular,3
12885,7179,2018 - 2019,Regular,0
12886,7790,2018 - 2019,First Year,1
12887,7791,2018 - 2019,Learn2Curl,1
12888,7792,2018 - 2019,First Year,1
12889,7793,2018 - 2019,Mixed,1
12890,7794,2018 - 2019,Learn2Curl,1
12891,7795,2018 - 2019,Student,1
12892,7796,2018 - 2019,Prospective,0
12893,7797,2018 - 2019,Mixed,1
12894,3894,2018 - 2019,Regular,5
12895,7798,2018 - 2019,Regular,13
12896,7799,2018 - 2019,First Year,1
12899,7802,2018 - 2019,First Year,1
12900,7803,2018 - 2019,Regular,16
12901,7804,2018 - 2019,First Year,1
12902,7805,2018 - 2019,Learn2Curl,1
12904,7807,2018 - 2019,First Year,1
12907,7810,2018 - 2019,Prospective,0
12908,597,2018 - 2019,Regular,4
12910,7812,2018 - 2019,Mixed,1
12912,7814,2018 - 2019,First Year,1
12914,7816,2018 - 2019,First Year,1
12915,7213,2018 - 2019,Regular,2
12916,7817,2018 - 2019,Learn2Curl,1
12917,7818,2018 - 2019,Learn2Curl,1
12918,7819,2018 - 2019,Learn2Curl,1
12919,240,2018 - 2019,Regular,17
12920,7820,2018 - 2019,First Year,1
12921,7821,2018 - 2019,First Year,1
12923,7823,2018 - 2019,Second Year,6
12924,7824,2018 - 2019,Prospective,0
12925,7825,2018 - 2019,Prospective,0
12926,7826,2018 - 2019,Prospective,0
12927,7827,2018 - 2019,Learn2Curl,1
12928,7828,2018 - 2019,Learn2Curl,1
12929,7829,2018 - 2019,Mixed,1
12930,7830,2018 - 2019,Mixed,1
12931,7831,2018 - 2019,First Year,1
12933,7833,2018 - 2019,Learn2Curl,1
12937,7836,2018 - 2019,Mixed,1
12938,7837,2018 - 2019,Mixed,1
12939,7838,2018 - 2019,First Year,1
12940,7839,2018 - 2019,First Year,1
12941,7840,2018 - 2019,First Year,1
12946,7845,2018 - 2019,First Year,1
12947,7846,2018 - 2019,Learn2Curl,1
12949,7848,2018 - 2019,Prospective,0
12951,7849,2018 - 2019,First Year,1
12952,7850,2018 - 2019,Prospective,0
12953,7851,2018 - 2019,Prospective,0
12955,7853,2018 - 2019,Prospective,1
12956,7854,2018 - 2019,First Year,1
12957,7855,2018 - 2019,Prospective,0
12958,7856,2018 - 2019,Mixed,1
12960,7857,2018 - 2019,Mixed,1
12962,7859,2018 - 2019,Mixed,1
12964,7152,2018 - 2019,Social,0
12965,7861,2018 - 2019,First Year,1
12967,7863,2018 - 2019,Second Year,0
12969,7865,2018 - 2019,First Year,1
12972,7868,2018 - 2019,Prospective,1
12973,7869,2018 - 2019,Prospective,1
12974,7870,2018 - 2019,Prospective,1
12975,7871,2018 - 2019,Student,13
12977,7873,2018 - 2019,Prospective,1
12978,7874,2018 - 2019,Prospective,1
12980,7875,2018 - 2019,Prospective,0
12981,7876,2018 - 2019,Prospective,0
12982,7877,2018 - 2019,Prospective,0
12983,142,2018 - 2019,Social,0
12984,7878,2018 - 2019,Mixed,1
12985,782,2018 - 2019,Competitive,0
12986,7879,2018 - 2019,Prospective,0
12987,7880,2018 - 2019,Prospective,0
12988,7881,2018 - 2019,Prospective,0
12989,7882,2018 - 2019,Prospective,0
12990,7883,2018 - 2019,Mixed,1
12994,7885,2018 - 2019,Prospective,0
12996,7886,2018 - 2019,Prospective,0
12997,7887,2018 - 2019,Fowler Only,0
12998,7888,2018 - 2019,Fowler Only,0
12999,7889,2018 - 2019,Prospective,1
13000,7890,2018 - 2019,Fowler Only,0
13001,7891,2018 - 2019,Fowler Only,0
13002,7892,2018 - 2019,Fowler Only,0
13003,7893,2018 - 2019,Fowler Only,0
13004,7894,2018 - 2019,Fowler Only,0
13005,7895,2018 - 2019,Fowler Only,0
13006,7896,2018 - 2019,Fowler Only,0
13007,7897,2018 - 2019,Fowler Only,0
13008,7898,2018 - 2019,Prospective,0
13009,7899,2018 - 2019,First Year,1
13010,7900,2018 - 2019,Student,5
13012,7843,2018 - 2019,First Year,1
13013,7901,2018 - 2019,Prospective,0
13014,535,2018 - 2019,Regular,0
13015,7902,2018 - 2019,Prospective,0
13016,7903,2018 - 2019,Prospective,0
13018,7904,2018 - 2019,Prospective,1
13019,732,2018 - 2019,Social,0
13020,7905,2018 - 2019,Prospective,0
13021,7906,2018 - 2019,Prospective,0
13022,7907,2018 - 2019,Prospective,0
13023,7908,2018 - 2019,Prospective,1
13024,7909,2018 - 2019,Prospective,1
13025,7910,2018 - 2019,Prospective,1
13026,7911,2018 - 2019,Prospective,1
